date_key,source_id,campaign_id,impressions,clicks,spend,conversions,video_views,campaign_name,ad_set_name,objective,source_name,channel,date,year,month,month_name,quarter,is_weekend,CPM,CTR,CPC,Conversion_Rate
20230116,1,1,6938,36,14.89,3,2448,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-16,2023,1,Jan,1,False,2.1461516287114444,0.5188815220524646,0.41361111111111115,8.333333333333332
20230117,1,1,8941,50,19.68,3,3611,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-17,2023,1,Jan,1,False,2.2010960742646235,0.5592215635834918,0.3936,6.0
20230118,1,1,7153,41,24.51,4,2544,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-18,2023,1,Jan,1,False,3.4265343212638055,0.5731860757724032,0.5978048780487806,9.75609756097561
20230119,1,1,13593,83,52.46,5,4499,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-19,2023,1,Jan,1,False,3.85933936585007,0.6106084013830648,0.6320481927710844,6.024096385542169
20230120,1,1,15771,75,63.73,11,5132,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-20,2023,1,Jan,1,False,4.040961258005199,0.4755564009891573,0.8497333333333333,14.666666666666666
20230121,1,1,3570,14,10.98,1,1229,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-21,2023,1,Jan,1,True,3.0756302521008405,0.39215686274509803,0.7842857142857144,7.142857142857142
20230122,1,1,4176,23,13.11,1,1787,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-22,2023,1,Jan,1,True,3.1393678160919536,0.5507662835249042,0.57,4.3478260869565215
20230123,1,1,14908,87,52.12,12,7062,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-23,2023,1,Jan,1,False,3.496109471424738,0.5835792862892407,0.5990804597701149,13.793103448275861
20230124,1,1,15209,53,26.5,4,5941,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-24,2023,1,Jan,1,False,1.7423893747123413,0.3484778749424683,0.5,7.547169811320755
20230125,1,1,15464,67,45.85,8,5090,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-25,2023,1,Jan,1,False,2.9649508535954476,0.43326435592343504,0.6843283582089552,11.940298507462686
20230126,1,1,7651,49,20.86,5,2840,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-26,2023,1,Jan,1,False,2.72644098810613,0.6404391582799633,0.4257142857142857,10.204081632653061
20230127,1,1,6699,30,23.29,3,2504,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-27,2023,1,Jan,1,False,3.476638304224511,0.44782803403493054,0.7763333333333333,10.0
20230128,1,1,3915,15,10.92,1,1344,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-28,2023,1,Jan,1,True,2.789272030651341,0.38314176245210724,0.728,6.666666666666667
20230129,1,1,9436,64,35.54,9,3882,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-29,2023,1,Jan,1,True,3.7664264518863924,0.6782534972445952,0.5553125,14.0625
20230130,1,1,14616,46,37.54,3,6634,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-30,2023,1,Jan,1,False,2.5684181718664476,0.3147235905856595,0.8160869565217391,6.521739130434782
20230131,1,1,14883,62,35.63,3,6012,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-01-31,2023,1,Jan,1,False,2.3940065846939462,0.4165826782234765,0.5746774193548387,4.838709677419355
20230201,1,1,16306,110,57.06,11,7740,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-01,2023,2,Feb,1,False,3.4993254016926287,0.6745983073715197,0.5187272727272727,10.0
20230202,1,1,15142,95,55.03,6,5177,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-02,2023,2,Feb,1,False,3.6342623167349095,0.6273940034341566,0.5792631578947368,6.315789473684211
20230203,1,1,8151,54,41.92,5,3028,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-03,2023,2,Feb,1,False,5.142927248190406,0.6624953993375046,0.7762962962962964,9.25925925925926
20230204,1,1,8859,36,14.64,5,3204,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-04,2023,2,Feb,1,True,1.6525567219776498,0.4063664070436844,0.4066666666666667,13.88888888888889
20230205,1,1,9940,40,26.96,2,4213,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-05,2023,2,Feb,1,True,2.7122736418511066,0.4024144869215292,0.674,5.0
20230206,1,1,13440,64,54.85,8,4534,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-06,2023,2,Feb,1,False,4.081101190476191,0.4761904761904762,0.85703125,12.5
20230207,1,1,7851,45,24.37,4,2755,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-07,2023,2,Feb,1,False,3.104063176665393,0.573175391669851,0.5415555555555556,8.88888888888889
20230208,1,1,14426,65,54.14,4,6744,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-08,2023,2,Feb,1,False,3.7529460695965615,0.45057535006238736,0.8329230769230769,6.153846153846154
20230209,1,1,10960,76,31.3,6,5063,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-09,2023,2,Feb,1,False,2.855839416058394,0.6934306569343066,0.4118421052631579,7.894736842105263
20230210,1,1,12556,45,35.15,3,5815,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-10,2023,2,Feb,1,False,2.799458426250398,0.35839439311882765,0.7811111111111111,6.666666666666667
20230211,1,1,4160,20,11.1,2,1520,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-11,2023,2,Feb,1,True,2.6682692307692304,0.4807692307692308,0.5549999999999999,10.0
20230212,1,1,7312,51,32.52,3,2988,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-12,2023,2,Feb,1,True,4.447483588621444,0.6974835886214442,0.6376470588235295,5.88235294117647
20230213,1,1,8289,32,19.02,2,3566,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-13,2023,2,Feb,1,False,2.2946073108939555,0.38605380624924596,0.594375,6.25
20230214,1,1,12263,38,19.21,3,5770,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-14,2023,2,Feb,1,False,1.5665008562342004,0.3098752344450787,0.5055263157894737,7.894736842105263
20230215,1,1,7148,31,21.4,1,2879,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-15,2023,2,Feb,1,False,2.9938444320089532,0.43368774482372685,0.6903225806451613,3.225806451612903
20230216,1,1,12552,65,56.91,9,4605,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-16,2023,2,Feb,1,False,4.533938814531549,0.5178457616316124,0.8755384615384615,13.846153846153847
20230217,1,1,13069,74,41.12,10,5279,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-17,2023,2,Feb,1,False,3.146376922488331,0.566225418930293,0.5556756756756757,13.513513513513514
20230218,1,1,8812,60,47.73,5,3707,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-18,2023,2,Feb,1,True,5.4164775306400355,0.6808896958692692,0.7955,8.333333333333332
20230219,1,1,5611,19,14.52,2,1991,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-19,2023,2,Feb,1,True,2.587774015327036,0.33862056674389596,0.7642105263157895,10.526315789473683
20230220,1,1,12900,83,67.03,11,4728,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-20,2023,2,Feb,1,False,5.196124031007752,0.6434108527131782,0.8075903614457831,13.253012048192772
20230221,1,1,14351,57,19.85,6,6779,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-21,2023,2,Feb,1,False,1.3831788725524357,0.3971848651661905,0.34824561403508775,10.526315789473683
20230222,1,1,5765,24,15.88,1,2570,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-22,2023,2,Feb,1,False,2.7545533391153514,0.4163052905464007,0.6616666666666667,4.166666666666666
20230223,1,1,11893,69,34.09,8,5540,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-23,2023,2,Feb,1,False,2.866391995291348,0.580173211132599,0.4940579710144928,11.594202898550725
20230224,1,1,16091,51,42.41,6,7562,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-24,2023,2,Feb,1,False,2.6356348269218817,0.31694736187931144,0.8315686274509804,11.76470588235294
20230225,1,1,6726,39,22.7,4,2817,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-25,2023,2,Feb,1,True,3.374962830805828,0.5798394290811775,0.582051282051282,10.256410256410255
20230226,1,1,7484,36,11.72,3,2829,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-26,2023,2,Feb,1,True,1.56600748262961,0.4810261892036344,0.3255555555555556,8.333333333333332
20230227,1,1,14603,70,25.69,8,5924,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-27,2023,2,Feb,1,False,1.7592275559816477,0.47935355748818737,0.367,11.428571428571429
20230228,1,1,13475,76,24.47,7,6122,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-02-28,2023,2,Feb,1,False,1.8159554730983303,0.5640074211502784,0.3219736842105263,9.210526315789473
20230301,1,1,11738,80,32.03,8,5560,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-01,2023,3,Mar,1,False,2.728744249446243,0.6815471119441131,0.40037500000000004,10.0
20230302,1,1,15554,82,32.09,5,5663,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-02,2023,3,Mar,1,False,2.0631348849170634,0.5271955767005272,0.39134146341463416,6.097560975609756
20230303,1,1,11231,61,39.71,3,4507,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-03,2023,3,Mar,1,False,3.535749265426053,0.5431395245303179,0.6509836065573771,4.918032786885246
20230304,1,1,4038,25,13.14,3,1594,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-04,2023,3,Mar,1,True,3.2540861812778608,0.6191183754333829,0.5256000000000001,12.0
20230305,1,1,9809,66,24.35,5,3164,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-05,2023,3,Mar,1,True,2.482414109491284,0.672851462942196,0.36893939393939396,7.575757575757576
20230306,1,1,11328,72,24.94,6,4048,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-06,2023,3,Mar,1,False,2.201624293785311,0.6355932203389831,0.3463888888888889,8.333333333333332
20230307,1,1,15568,73,45.13,9,5868,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-07,2023,3,Mar,1,False,2.898895169578623,0.46891058581706063,0.6182191780821918,12.32876712328767
20230308,1,1,9627,54,17.33,7,3141,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-08,2023,3,Mar,1,False,1.8001454243274124,0.5609224057338735,0.3209259259259259,12.962962962962962
20230309,1,1,15642,89,41.5,12,6906,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-09,2023,3,Mar,1,False,2.6531134126070834,0.5689809487277842,0.46629213483146065,13.48314606741573
20230310,1,1,12139,58,48.62,3,4027,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-10,2023,3,Mar,1,False,4.005272262954115,0.4777988302166571,0.8382758620689654,5.172413793103448
20230311,1,1,7571,48,17.04,6,2977,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-11,2023,3,Mar,1,True,2.25069343547748,0.6339981508387267,0.355,12.5
20230312,1,1,4266,17,5.92,2,2001,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-12,2023,3,Mar,1,True,1.3877168307548053,0.39849976558837313,0.34823529411764703,11.76470588235294
20230313,1,1,9909,65,44.7,6,3424,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-13,2023,3,Mar,1,False,4.511050560096882,0.655969320819457,0.6876923076923077,9.230769230769232
20230314,1,1,14921,51,39.66,4,6905,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-14,2023,3,Mar,1,False,2.6579987936465383,0.34180014744320086,0.7776470588235294,7.8431372549019605
20230315,1,1,12290,52,23.56,5,5298,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-15,2023,3,Mar,1,False,1.9170056956875507,0.4231082180634662,0.45307692307692304,9.615384615384617
20230316,1,1,6683,42,36.93,3,3192,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-16,2023,3,Mar,1,False,5.525961394583271,0.6284602723327847,0.8792857142857142,7.142857142857142
20230317,1,1,13390,50,20.32,3,5251,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-17,2023,3,Mar,1,False,1.517550410754294,0.37341299477221807,0.4064,6.0
20230318,1,1,4676,25,7.88,2,2237,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-18,2023,3,Mar,1,True,1.6852010265183917,0.5346449957228401,0.3152,8.0
20230319,1,1,7609,34,18.0,3,3171,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-19,2023,3,Mar,1,True,2.3656196609278486,0.4468392692863714,0.5294117647058824,8.823529411764707
20230320,1,1,13184,92,44.44,7,4336,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-20,2023,3,Mar,1,False,3.370752427184466,0.6978155339805826,0.4830434782608695,7.608695652173914
20230321,1,1,5529,23,14.39,3,2548,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-21,2023,3,Mar,1,False,2.602640622173992,0.41598842466992225,0.6256521739130435,13.043478260869565
20230322,1,1,7656,30,21.74,2,3169,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-22,2023,3,Mar,1,False,2.8396029258098223,0.3918495297805642,0.7246666666666666,6.666666666666667
20230323,1,1,13872,96,81.49,11,4455,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-23,2023,3,Mar,1,False,5.874423298731257,0.6920415224913495,0.8488541666666666,11.458333333333332
20230324,1,1,9608,38,14.89,5,4319,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-24,2023,3,Mar,1,False,1.5497502081598669,0.39550374687760204,0.39184210526315794,13.157894736842104
20230325,1,1,7613,36,19.15,5,2703,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-25,2023,3,Mar,1,True,2.515434125837383,0.47287534480493887,0.5319444444444444,13.88888888888889
20230326,1,1,8906,60,27.96,4,3127,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-26,2023,3,Mar,1,True,3.1394565461486637,0.6737031214911295,0.466,6.666666666666667
20230327,1,1,11039,52,22.13,4,4672,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-27,2023,3,Mar,1,False,2.0047105716097473,0.471057160974726,0.4255769230769231,7.6923076923076925
20230328,1,1,11236,51,22.05,5,5156,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-28,2023,3,Mar,1,False,1.962442150231399,0.4538981844072624,0.4323529411764706,9.803921568627452
20230329,1,1,14014,51,39.02,6,5529,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-29,2023,3,Mar,1,False,2.784358498644213,0.3639217924932211,0.7650980392156863,11.76470588235294
20230330,1,1,8748,45,26.55,3,3586,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-30,2023,3,Mar,1,False,3.034979423868313,0.51440329218107,0.59,6.666666666666667
20230331,1,1,12929,85,25.55,6,4892,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-03-31,2023,3,Mar,1,False,1.9761775852734165,0.6574367700518214,0.30058823529411766,7.0588235294117645
20230401,1,1,3862,23,8.84,1,1646,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-01,2023,4,Apr,2,True,2.288969445882962,0.5955463490419471,0.3843478260869565,4.3478260869565215
20230402,1,1,6872,43,22.33,3,2231,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-02,2023,4,Apr,2,True,3.2494179278230497,0.6257275902211874,0.5193023255813953,6.976744186046512
20230403,1,1,6503,31,27.44,2,2742,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-03,2023,4,Apr,2,False,4.219590958019376,0.47670306012609565,0.8851612903225807,6.451612903225806
20230404,1,1,11632,58,27.25,4,4899,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-04,2023,4,Apr,2,False,2.34267537826685,0.498624484181568,0.4698275862068966,6.896551724137931
20230405,1,1,16454,105,83.09,13,7201,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-05,2023,4,Apr,2,False,5.0498359061626354,0.6381427008630121,0.7913333333333333,12.380952380952381
20230406,1,1,8129,34,27.7,2,3089,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-06,2023,4,Apr,2,False,3.4075532045762085,0.4182556279985238,0.8147058823529412,5.88235294117647
20230407,1,1,11236,54,27.49,4,4559,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-07,2023,4,Apr,2,False,2.4466002135991456,0.4805980776076896,0.509074074074074,7.4074074074074066
20230408,1,1,8573,35,12.4,3,3831,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-08,2023,4,Apr,2,True,1.4464014930596059,0.4082584859442436,0.3542857142857143,8.571428571428571
20230409,1,1,4102,20,17.7,1,1517,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-09,2023,4,Apr,2,True,4.314968308142369,0.48756704046806437,0.885,5.0
20230410,1,1,12611,62,51.93,5,5153,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-10,2023,4,Apr,2,False,4.117833637300769,0.49163428752676236,0.8375806451612903,8.064516129032258
20230411,1,1,11188,36,27.69,2,4793,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-11,2023,4,Apr,2,False,2.474973185555953,0.32177332856632107,0.7691666666666667,5.555555555555555
20230412,1,1,9951,40,25.4,2,3597,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-12,2023,4,Apr,2,False,2.55250728569993,0.4019696512913275,0.635,5.0
20230413,1,1,11768,65,44.42,8,5628,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-13,2023,4,Apr,2,False,3.7746430999320193,0.552345343303875,0.6833846153846154,12.307692307692308
20230414,1,1,14771,56,27.84,8,4861,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-14,2023,4,Apr,2,False,1.8847742197549253,0.3791212511001286,0.49714285714285716,14.285714285714285
20230415,1,1,9327,39,12.8,3,4113,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-15,2023,4,Apr,2,True,1.3723598155891499,0.418140881312319,0.3282051282051282,7.6923076923076925
20230416,1,1,5601,30,21.67,2,2650,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-16,2023,4,Apr,2,True,3.868951972861989,0.5356186395286556,0.7223333333333334,6.666666666666667
20230417,1,1,13948,61,21.91,4,6051,Business-focused zero tolerance,Business-focused zero tolerance_Tier1,Brand Awareness,Amazon Ad Server,Programmatic,2023-04-17,2023,4,Apr,2,False,1.5708345282477774,0.437338686550043,0.35918032786885246,6.557377049180328
