date_key,source_id,campaign_id,impressions,clicks,spend,conversions,video_views
20230514,1,1,10191,57,47.37,5,4804
20230515,1,1,15341,70,43.59,8,5327
20230516,1,1,10774,67,58.53,3,3562
20230517,1,1,12546,51,31.65,2,5304
20230518,1,1,9496,52,35.86,6,4188
20230519,1,1,9618,65,42.98,9,3782
20230520,1,1,4546,30,21.42,1,2106
20230521,1,1,5967,40,25.39,5,2734
20230522,1,1,12564,78,24.3,9,5589
20230523,1,1,15933,97,55.09,9,7297
20230524,1,1,14275,65,36.86,5,6785
20230525,1,1,14531,95,69.0,4,5683
20230526,1,1,14613,63,56.35,4,6902
20230527,1,1,6128,39,21.59,3,2598
20230528,1,1,7246,29,16.38,4,3291
20230529,1,1,11893,59,41.4,6,4765
20230530,1,1,6101,35,13.76,4,1980
20230531,1,1,10701,34,15.47,2,4644
20230601,1,1,7287,32,11.22,3,3005
20230602,1,1,13366,59,34.19,7,6030
20230603,1,1,10122,32,10.16,4,4144
20230604,1,1,10453,46,19.88,3,4723
20230605,1,1,14161,51,17.32,4,5367
20230606,1,1,10539,58,17.88,6,4344
20230607,1,1,16085,97,86.6,14,7637
20230608,1,1,6745,41,33.94,2,3208
20230609,1,1,8245,33,19.4,3,2779
20230610,1,1,9621,29,12.57,3,4442
20230611,1,1,5523,34,12.76,2,2386
20230612,1,1,9617,64,35.28,4,4369
20230613,1,1,13358,40,26.67,5,6125
20230614,1,1,6246,25,11.9,3,2202
20230615,1,1,7841,38,19.01,2,3329
20230616,1,1,14648,76,39.36,8,6727
20230617,1,1,9027,42,31.21,4,3569
20230618,1,1,4463,22,14.66,2,2058
20230619,1,1,9058,47,29.42,3,3898
20230620,1,1,15176,63,36.38,9,6439
20230621,1,1,12230,39,24.62,2,4169
20230622,1,1,13293,72,22.11,6,6374
20230623,1,1,13578,68,37.49,3,6052
20230624,1,1,8605,42,25.24,2,3743
20230625,1,1,10248,58,39.29,5,3714
20230626,1,1,14825,97,32.23,13,6097
20230627,1,1,11152,63,27.97,7,4160
20230628,1,1,14757,83,68.47,5,5660
20230629,1,1,14558,91,78.45,10,6007
20230630,1,1,11623,45,18.57,6,4097
20230701,1,1,3595,22,9.52,1,1163
20230702,1,1,4858,26,16.19,1,2124
20230703,1,1,11400,35,14.39,3,4591
20230704,1,1,9029,33,12.6,3,2995
20230705,1,1,15346,53,43.22,3,6245
20230706,1,1,9528,59,25.67,6,3148
20230707,1,1,15891,105,65.81,11,5355
20230708,1,1,6251,28,17.01,1,2812
20230709,1,1,6249,26,10.21,1,2769
20230710,1,1,8721,51,45.55,7,2948
20230711,1,1,6462,44,20.64,4,2736
20230712,1,1,6338,30,19.35,4,2844
20230713,1,1,6248,32,23.82,4,2063
20230714,1,1,10506,33,23.1,4,3953
20230715,1,1,8224,30,13.06,3,3255
20230716,1,1,7919,25,21.87,2,3769
20230717,1,1,12216,51,16.13,7,4753
20230718,1,1,13988,74,35.06,4,6099
20230719,1,1,8571,57,50.51,3,3962
20230720,1,1,12668,46,36.42,5,5749
20230721,1,1,11174,51,41.98,3,4561
20230722,1,1,3981,27,12.77,3,1512
20230723,1,1,5982,35,14.51,4,2551
20230724,1,1,12400,59,20.97,5,5091
20230725,1,1,5854,25,17.23,1,1919
20230726,1,1,14540,69,60.53,9,5134
20230727,1,1,6762,45,19.6,4,2942
20230728,1,1,15959,50,25.05,3,6520
20230729,1,1,6129,32,27.39,3,2451
20230730,1,1,4099,22,6.94,2,1438
20230731,1,1,10681,65,39.69,5,4817
20230801,1,1,48500,333,148.89,30,15522
20230802,1,1,48602,253,188.0,32,19558
20230803,1,1,20453,113,81.87,13,8993
20230804,1,1,42494,202,88.61,13,13839
20230805,1,1,26470,127,75.71,16,11834
20230806,1,1,11533,36,14.76,2,5097
20230807,1,1,40184,184,107.04,19,15770
20230808,1,1,24420,135,44.49,13,9291
20230809,1,1,23119,84,58.03,5,7749
20230810,1,1,32000,98,33.4,10,10922
20230811,1,1,42111,231,182.08,26,16777
20230812,1,1,13057,78,53.86,5,5989
20230813,1,1,28728,174,142.26,23,10617
20230814,1,1,44160,250,102.1,23,19293
20230815,1,1,43906,194,68.82,22,19219
20230816,1,1,28838,196,158.01,27,10491
20230817,1,1,18984,103,57.11,6,7940
20230818,1,1,24697,113,84.05,7,8763
20230819,1,1,15960,90,60.69,8,7245
20230820,1,1,20567,119,77.19,9,7893
20230821,1,1,31703,144,118.59,7,12499
20230822,1,1,44154,210,78.23,25,16163
20230823,1,1,33891,136,57.63,16,12343
20230824,1,1,43071,188,149.5,15,19611
20230825,1,1,44408,256,118.52,14,14977
20230826,1,1,22621,115,85.82,8,7350
20230827,1,1,18465,57,22.57,7,8158
20230828,1,1,30881,118,37.64,11,10660
20230829,1,1,36557,148,122.53,14,13763
20230830,1,1,27733,121,43.11,15,13092
20230831,1,1,28647,162,58.25,21,12654
20230901,1,1,9603,47,19.05,5,3296
20230902,1,1,7819,24,17.99,2,3266
20230903,1,1,9376,49,24.55,6,3677
20230904,1,1,11931,51,18.43,5,4056
20230905,1,1,5889,34,29.09,4,2709
20230906,1,1,12840,39,30.98,3,4443
20230907,1,1,8687,29,16.01,4,3711
20230908,1,1,8728,59,18.97,6,3766
20230909,1,1,7625,37,11.75,2,3307
20230910,1,1,8322,52,42.3,2,3136
20230911,1,1,6721,32,18.69,4,2926
20230912,1,1,15533,81,58.09,8,7180
20230913,1,1,10714,63,27.81,7,4047
20230914,1,1,8857,29,8.76,1,3364
20230915,1,1,10143,37,22.98,3,4181
20230916,1,1,5375,18,11.24,1,1780
20230917,1,1,9133,27,19.43,1,3682
20230918,1,1,5822,29,13.86,4,2174
20230919,1,1,14231,96,48.67,11,4625
20230920,1,1,16060,108,61.72,12,5767
20230921,1,1,14142,42,15.78,3,6156
20230922,1,1,10085,69,24.86,8,3341
20230923,1,1,4691,31,26.55,3,1695
20230924,1,1,9027,42,25.52,4,3680
20230925,1,1,6211,23,9.43,2,2939
20230926,1,1,6289,33,20.68,3,2378
20230927,1,1,5759,31,16.67,3,2216
20230928,1,1,7949,45,23.82,2,2912
20230929,1,1,13990,89,53.89,12,4984
20230930,1,1,8988,44,27.17,3,3488
20231001,1,1,10196,42,16.83,2,3264
20231002,1,1,16483,89,35.58,6,7319
20231003,1,1,10279,58,30.72,5,4829
20231004,1,1,15881,49,38.55,4,6599
20231005,1,1,16413,106,65.61,13,6767
20231006,1,1,6272,21,8.46,2,2975
20231007,1,1,10227,65,23.96,6,4875
20231008,1,1,8190,27,12.05,3,3163
20231009,1,1,10462,47,24.01,4,4953
20231010,1,1,12078,75,34.47,4,4724
20231011,1,1,8209,38,26.41,5,3680
20231012,1,1,7433,47,18.36,5,2512
20231013,1,1,8549,57,35.05,6,3284
20231014,1,1,8729,58,44.5,8,3860
20231015,1,1,7032,34,19.09,4,3114
20231016,1,1,7146,48,34.22,5,2473
20231017,1,1,6527,30,10.41,1,2481
20231018,1,1,6671,41,21.19,5,2942
20231019,1,1,8298,34,21.05,3,3194
20231020,1,1,11435,59,39.12,6,5354
20231021,1,1,7822,40,28.33,5,2977
20231022,1,1,9356,54,41.17,2,3291
20231023,1,1,11553,69,61.36,6,4768
20231024,1,1,11048,73,49.58,8,4649
20231025,1,1,9369,43,13.85,4,4106
20231026,1,1,5915,33,27.64,4,2377
20231027,1,1,13261,63,24.29,3,4901
20231028,1,1,9402,44,31.61,4,3745
20231029,1,1,6010,32,11.02,2,2140
20231030,1,1,11022,76,45.4,4,5115
20231031,1,1,11165,65,33.14,5,5134
20231101,1,1,13383,43,13.17,4,6323
20231102,1,1,10219,34,12.51,3,4613
20231103,1,1,15110,99,81.11,7,5769
20231104,1,1,7342,41,30.53,5,2402
20231105,1,1,6031,38,15.51,4,2187
20231106,1,1,14825,77,62.56,7,4858
20231107,1,1,13833,55,18.52,7,6469
20231108,1,1,9299,34,20.39,4,3339
20231109,1,1,12962,90,29.4,8,5958
20231110,1,1,14070,75,52.43,4,5885
20231111,1,1,5626,31,17.47,2,2608
20231112,1,1,10203,60,52.51,4,4220
20231113,1,1,11246,75,46.08,8,4867
20231114,1,1,7143,34,13.61,4,3096
20231115,1,1,11198,49,27.09,4,3790
20231116,1,1,10019,69,34.73,8,4591
20231117,1,1,10619,67,37.62,8,4859
20231118,1,1,9795,49,30.4,6,3728
20231119,1,1,7129,33,25.23,4,3213
20231120,1,1,7054,41,17.56,2,2575
20231121,1,1,10868,62,34.59,6,4840
20231122,1,1,11301,78,41.42,10,5357
20231123,1,1,9696,53,22.13,4,3876
20231124,1,1,10992,51,35.87,2,4050
20231125,1,1,8972,54,36.92,7,4190
20231126,1,1,10316,46,39.25,5,4812
20231127,1,1,9242,56,49.32,7,4161
20231128,1,1,12623,61,37.21,7,4113
20231129,1,1,8922,39,33.3,5,4105
20231130,1,1,15744,88,55.64,8,6663
20231201,1,1,6363,24,19.43,2,2959
20231202,1,1,8702,52,35.73,6,4046
20231203,1,1,9055,28,15.71,2,3254
20231204,1,1,10656,61,36.92,6,3467
20231205,1,1,11970,39,21.19,5,4339
20231206,1,1,9005,38,33.83,2,4108
20231207,1,1,14723,92,62.75,12,5519
20231208,1,1,10201,43,32.79,3,3887
20231209,1,1,6104,30,22.85,3,2561
20231210,1,1,9871,52,30.27,4,4469
20231211,1,1,10920,65,44.91,8,3903
20231212,1,1,6298,21,14.46,3,2159
20231213,1,1,14105,71,54.38,5,5208
20231214,1,1,11720,58,35.97,5,4653
20231215,1,1,7141,26,23.06,2,2299
20231216,1,1,4055,25,7.56,2,1444
20231217,1,1,3997,27,13.41,3,1282
20231218,1,1,8031,33,17.5,4,2805
20231219,1,1,12872,65,40.52,7,4436
20231220,1,1,11330,52,25.57,6,3998
20231221,1,1,11635,73,62.58,9,4815
20231222,1,1,7430,47,33.28,4,2843
20231223,1,1,6239,28,24.14,3,2751
20231224,1,1,6236,42,23.22,3,2408
20231225,1,1,6734,35,14.62,4,2714
20231226,1,1,11947,66,39.93,7,5024
20231227,1,1,8344,43,35.71,4,2921
20231228,1,1,16204,110,53.31,9,7293
20231229,1,1,8008,50,26.49,3,3502
20231230,1,1,10038,64,31.6,8,4327
20231231,1,1,10326,46,26.45,5,4224
20240101,1,1,15255,73,52.83,6,7187
20240102,1,1,13921,82,39.06,11,5234
20240103,1,1,7774,33,27.29,1,2995
20240104,1,1,7154,41,33.28,2,3096
20240105,1,1,10266,69,51.74,8,4749
20240106,1,1,6542,32,26.89,3,2361
20240107,1,1,3508,18,11.19,2,1639
20240108,1,1,13880,70,33.09,5,5272
20240109,1,1,12411,54,21.04,3,3973
20240110,1,1,9780,52,42.94,3,4328
20240111,1,1,7394,35,17.67,4,3266
20240112,1,1,12600,62,36.23,4,5503
20240113,1,1,7406,46,18.23,5,3246
20240114,1,1,8348,56,40.34,6,2968
20240115,1,1,15286,53,32.16,3,5921
20240116,1,1,14208,66,40.05,8,4735
20240117,1,1,12316,56,16.94,4,4673
20240118,1,1,5672,35,13.93,1,2628
20240119,1,1,6804,34,26.0,3,2544
20240120,1,1,6147,33,26.31,2,2849
20240121,1,1,6841,30,20.89,3,3187
20240122,1,1,13470,63,47.76,3,6163
20240123,1,1,14400,88,27.72,5,5536
20240124,1,1,5541,34,22.12,2,2275
20240125,1,1,10359,68,55.96,5,4377
20240126,1,1,7366,35,29.98,3,3374
20240127,1,1,7636,28,15.4,3,2973
20240128,1,1,3779,23,7.95,1,1721
20240129,1,1,13128,56,39.71,5,5803
20240130,1,1,12563,38,26.9,3,5510
20240131,1,1,6869,46,21.05,6,3154
20240201,1,1,5787,35,18.52,2,2359
20240202,1,1,12625,87,68.46,6,5099
20240203,1,1,5084,19,8.83,1,1880
20240204,1,1,7263,39,23.6,4,2590
20240205,1,1,13824,71,51.35,6,5237
20240206,1,1,16350,64,32.98,6,7219
20240207,1,1,8206,45,22.54,6,3402
20240208,1,1,13944,61,43.38,3,5882
20240209,1,1,9541,58,22.64,3,3652
20240210,1,1,5905,40,29.94,5,2714
20240211,1,1,10105,61,31.59,6,3737
20240212,1,1,12699,87,47.11,8,5967
20240213,1,1,11952,57,20.38,3,5270
20240214,1,1,11680,61,27.61,5,4315
20240215,1,1,14411,51,31.44,6,5120
20240216,1,1,15328,95,80.31,12,5778
20240217,1,1,9863,54,43.83,4,3545
20240218,1,1,10197,40,35.0,3,4719
20240219,1,1,7462,47,31.29,4,2975
20240220,1,1,15810,82,37.84,7,7121
20240221,1,1,10930,43,19.99,3,3818
20240222,1,1,8217,47,38.19,6,2788
20240223,1,1,15958,49,33.9,5,7549
20240224,1,1,7426,50,26.14,7,2989
20240225,1,1,9459,43,20.36,4,3331
20240226,1,1,11402,41,24.96,4,4739
20240227,1,1,5907,31,23.77,4,2467
20240228,1,1,12128,54,17.76,7,5377
20240229,1,1,7373,31,26.45,2,2763
20240301,1,1,14745,65,48.8,8,4731
20240302,1,1,8735,42,34.18,4,3890
20240303,1,1,10243,45,24.02,4,3621
20240304,1,1,7967,35,28.76,4,3799
20240305,1,1,14762,89,32.24,6,6989
20240306,1,1,13259,65,51.4,8,4425
20240307,1,1,13781,81,29.01,8,6254
20240308,1,1,14935,96,43.27,9,6137
20240309,1,1,10030,34,20.77,3,3825
20240310,1,1,5930,38,24.43,4,2834
20240311,1,1,15827,105,46.58,7,5636
20240312,1,1,13605,41,29.91,4,6329
20240313,1,1,13504,77,52.94,6,4373
20240314,1,1,8511,53,34.63,3,3660
20240315,1,1,13699,63,32.86,5,4634
20240316,1,1,3663,12,9.28,0,1724
20240317,1,1,5670,19,14.42,2,2545
20240318,1,1,13336,65,52.11,4,5516
20240319,1,1,15931,101,44.28,10,7171
20240320,1,1,6046,41,27.26,2,2547
20240321,1,1,6761,42,13.24,2,3186
20240322,1,1,6325,27,10.6,3,2084
20240323,1,1,5493,24,7.57,2,2037
20240324,1,1,9123,52,24.33,5,3130
20240325,1,1,12136,76,53.17,9,4267
20240326,1,1,14576,59,28.48,6,4765
20240327,1,1,8850,47,27.78,3,3299
20240328,1,1,6727,38,31.19,4,2319
20240329,1,1,14977,67,28.52,9,4894
20240330,1,1,5942,26,16.7,2,2397
20240331,1,1,4064,15,5.76,1,1361
20230101,2,1,7350,48,22.88,2,3254
20230102,2,1,9449,53,32.48,5,3695
20230103,2,1,11420,48,42.58,4,5354
20230104,2,1,11655,61,31.16,5,4971
20230105,2,1,6602,20,16.88,1,2214
20230106,2,1,7818,28,18.87,3,3636
20230107,2,1,5723,28,11.08,2,2041
20230108,2,1,4164,14,9.9,1,1487
20230109,2,1,9460,30,25.63,4,4151
20230110,2,1,10739,60,41.95,8,3931
20230111,2,1,12639,63,50.22,4,5919
20230112,2,1,7957,26,22.18,2,2626
20230113,2,1,13444,41,12.72,3,4969
20230114,2,1,4687,31,17.4,4,1710
20230115,2,1,7639,46,28.99,6,2470
20230116,2,1,12415,42,36.31,5,4857
20230117,2,1,6928,28,16.74,4,3243
20230118,2,1,7539,37,12.16,2,3288
20230119,2,1,10214,43,17.79,5,3449
20230120,2,1,14334,72,32.33,7,6409
20230121,2,1,6925,38,24.76,5,2469
20230122,2,1,9876,57,30.4,3,4252
20230123,2,1,10786,55,17.37,6,4197
20230124,2,1,14538,68,21.14,8,5283
20230125,2,1,11228,40,33.02,2,3862
20230126,2,1,7987,28,13.49,2,3596
20230127,2,1,10610,72,54.78,10,4743
20230128,2,1,9111,41,13.93,6,3115
20230129,2,1,10467,58,32.46,4,4330
20230130,2,1,9169,33,16.29,2,3308
20230131,2,1,15673,79,36.93,6,6002
20230201,2,1,15892,51,32.41,4,7342
20230202,2,1,15703,70,24.01,5,6761
20230203,2,1,13809,90,71.48,11,5886
20230204,2,1,6363,22,11.63,1,2503
20230205,2,1,4807,23,17.1,3,1862
20230206,2,1,9012,61,21.87,8,4320
20230207,2,1,10608,57,19.48,7,3502
20230208,2,1,15499,72,23.69,9,6396
20230209,2,1,15746,109,55.2,12,5655
20230210,2,1,6922,30,17.81,2,2572
20230211,2,1,7061,44,27.56,3,2417
20230212,2,1,7766,39,15.78,4,3143
20230213,2,1,14671,68,56.39,4,6582
20230214,2,1,11372,67,20.39,4,4502
20230215,2,1,6655,33,23.94,3,2264
20230216,2,1,13138,48,38.38,3,5963
20230217,2,1,7839,36,26.44,2,3061
20230218,2,1,7349,50,28.26,5,2674
20230219,2,1,5188,31,16.77,4,2070
20230220,2,1,15537,106,63.44,14,6893
20230221,2,1,12531,70,27.32,5,4671
20230222,2,1,8604,52,20.93,3,2988
20230223,2,1,6991,46,37.03,6,3239
20230224,2,1,8768,57,40.45,8,3318
20230225,2,1,9054,32,24.55,2,3070
20230226,2,1,6099,23,12.79,3,2163
20230227,2,1,11787,49,37.91,6,4813
20230228,2,1,14866,69,36.34,6,6500
20230301,2,1,12889,48,36.53,3,4469
20230302,2,1,7381,41,33.11,3,3418
20230303,2,1,7744,23,16.95,2,2680
20230304,2,1,6886,28,13.24,1,3030
20230305,2,1,8414,30,26.74,3,4012
20230306,2,1,16496,63,25.46,4,6582
20230307,2,1,11891,72,49.78,6,4248
20230308,2,1,9274,40,27.41,3,4343
20230309,2,1,6887,32,27.52,4,2598
20230310,2,1,14896,57,49.74,8,6518
20230311,2,1,7026,34,22.48,2,2884
20230312,2,1,4900,22,15.6,2,2240
20230313,2,1,16332,49,27.03,5,7005
20230314,2,1,9170,59,36.84,7,4079
20230315,2,1,8409,40,29.25,5,3124
20230316,2,1,12775,80,32.59,11,4477
20230317,2,1,13686,85,71.47,6,4673
20230318,2,1,8357,54,41.32,4,3619
20230319,2,1,4784,24,16.57,1,2074
20230320,2,1,10747,53,37.51,7,4156
20230321,2,1,9237,49,26.15,3,3120
20230322,2,1,13840,95,32.9,4,5519
20230323,2,1,13624,45,16.36,5,6355
20230324,2,1,5610,23,20.55,3,2322
20230325,2,1,8293,49,37.25,6,3774
20230326,2,1,7598,33,24.47,1,2828
20230327,2,1,11877,71,36.69,9,4537
20230328,2,1,12015,37,28.05,4,4953
20230329,2,1,12532,47,41.98,5,5997
20230330,2,1,6528,23,17.99,2,2328
20230331,2,1,13907,58,32.69,5,5492
20230401,2,1,8726,28,8.84,1,2878
20230402,2,1,8436,46,36.48,6,3102
20230403,2,1,7190,48,28.82,6,3094
20230404,2,1,14437,52,34.18,7,4830
20230405,2,1,10582,59,29.71,6,3598
20230406,2,1,14325,87,61.34,10,4964
20230407,2,1,14213,81,29.24,11,4834
20230408,2,1,10255,40,23.18,4,3581
20230409,2,1,3912,20,6.34,2,1752
20230410,2,1,11777,61,39.89,5,4533
20230411,2,1,12266,46,26.9,3,5680
20230412,2,1,12107,40,20.76,4,4897
20230413,2,1,14500,89,57.85,6,4660
20230414,2,1,7134,40,26.83,3,2718
20230415,2,1,6983,35,25.15,2,2623
20230416,2,1,7843,41,25.21,5,3711
20230417,2,1,15580,65,28.56,8,5703
20230418,2,1,8833,30,24.57,2,3292
20230419,2,1,14415,96,73.43,5,6310
20230420,2,1,8493,49,24.34,4,4065
20230421,2,1,14874,95,58.11,11,7107
20230422,2,1,8801,60,25.55,7,4166
20230423,2,1,8185,56,36.52,5,2638
20230424,2,1,6729,33,18.97,1,2789
20230425,2,1,7587,43,13.89,5,3087
20230426,2,1,12321,71,53.23,8,4307
20230427,2,1,15161,68,43.99,3,7113
20230428,2,1,12942,46,22.52,3,5178
20230429,2,1,4120,22,17.25,2,1630
20230430,2,1,9174,30,25.97,2,4207
20230501,2,1,9849,39,23.57,3,4140
20230502,2,1,15351,54,19.83,4,4951
20230503,2,1,7331,48,22.76,6,2569
20230504,2,1,12278,37,27.2,2,5513
20230505,2,1,9069,27,11.28,3,3672
20230506,2,1,7115,31,18.39,2,2377
20230507,2,1,9380,51,23.4,7,3652
20230508,2,1,9439,56,45.97,6,3533
20230509,2,1,11024,66,26.33,4,5088
20230510,2,1,9686,60,24.65,8,3243
20230511,2,1,15013,56,42.27,4,6006
20230512,2,1,9442,59,38.67,6,3884
20230513,2,1,4746,17,12.62,1,2087
20230514,2,1,5666,34,11.26,2,2507
20230515,2,1,14719,100,74.25,5,5910
20230516,2,1,6212,40,32.77,2,2096
20230517,2,1,15207,98,65.09,12,5013
20230518,2,1,6993,29,11.78,2,2424
20230519,2,1,15087,80,39.5,7,6376
20230520,2,1,5221,16,5.19,1,1960
20230521,2,1,10373,71,35.21,8,4920
20230522,2,1,7936,43,24.46,2,3662
20230523,2,1,8130,39,27.61,4,3290
20230524,2,1,15426,58,30.21,5,5772
20230525,2,1,6493,24,7.89,3,2119
20230526,2,1,5760,25,9.42,1,2616
20230527,2,1,4011,16,10.38,0,1653
20230528,2,1,8460,57,18.35,5,4007
20230529,2,1,14613,65,51.99,6,6460
20230530,2,1,15137,67,55.74,5,6018
20230531,2,1,7976,45,39.54,4,3474
20230601,2,1,12172,74,62.94,6,4265
20230602,2,1,12182,67,55.53,9,4034
20230603,2,1,5441,24,17.47,3,2514
20230604,2,1,7676,40,19.64,5,3069
20230605,2,1,6899,39,23.82,3,2402
20230606,2,1,11845,69,61.16,4,4130
20230607,2,1,9268,28,17.95,3,3394
20230608,2,1,15431,98,68.26,8,5225
20230609,2,1,8727,50,21.53,6,3884
20230610,2,1,7956,32,10.81,4,3103
20230611,2,1,9228,55,27.9,3,3237
20230612,2,1,13248,43,28.4,2,4892
20230613,2,1,7232,27,14.77,2,2974
20230614,2,1,13458,47,20.01,6,4398
20230615,2,1,9832,37,17.83,2,3638
20230616,2,1,10084,51,16.08,4,3763
20230617,2,1,4554,17,8.53,1,1983
20230618,2,1,7297,28,11.17,3,3134
20230619,2,1,15207,63,40.65,4,7201
20230620,2,1,10643,60,23.8,6,4010
20230621,2,1,11504,71,29.69,5,3755
20230622,2,1,15044,51,24.13,7,6701
20230623,2,1,8741,57,24.72,5,4148
20230624,2,1,10098,41,33.58,3,4420
20230625,2,1,7478,24,19.77,2,2928
20230626,2,1,11419,64,50.06,3,4211
